,userid,solved,board_name,board_size,board_type,condition,action
924,eefbf52d,validatedCorrect,10_medium_pruned,10,medium,pruned,19
925,efa589db,wrong,10_easy_full,10,easy,full,13
926,efa5a41b,validatedCorrect,10_medium_pruned,10,medium,pruned,5
927,efa7383d,wrong,6_easy_full,6,easy,full,38
928,efcee9b9,solvedCorrect,10_easy_full,10,easy,full,14
929,efd4fa4a,wrong,10_hard_pruned,10,hard,pruned,27
930,efebc5bb,solvedCorrect,6_hard_full,6,hard,full,9
931,eff4bf48,wrong,6_hard_full,6,hard,full,5
932,f0c1bd6a,validatedCorrect,6_easy_pruned,6,easy,pruned,1
933,f0c4e26c,validatedCorrect,6_hard_pruned,6,hard,pruned,13
934,f0ebc21e,wrong,10_hard_full,10,hard,full,24
935,f0f29bcd,wrong,10_medium_pruned,10,medium,pruned,39
936,f1a55a0f,validatedCorrect,6_easy_full,6,easy,full,18
937,f1e613a1,wrong,6_hard_full,6,hard,full,16
938,f1ebd0b7,wrong,6_hard_full,6,hard,full,1
939,f1f65080,wrong,6_hard_pruned,6,hard,pruned,16
940,f1fbe0de,wrong,10_easy_full,10,easy,full,21
941,f2a2ed5c,wrong,10_easy_full,10,easy,full,1
942,f2f60bd9,solvedCorrect,6_hard_full,6,hard,full,59
943,f3b14830,validatedCorrect,10_easy_pruned,10,easy,pruned,20
944,f3b42f94,wrong,10_hard_pruned,10,hard,pruned,46
945,f3dbeb7e,wrong,6_hard_full,6,hard,full,23
946,f3f4f4ae,wrong,10_hard_pruned,10,hard,pruned,7
947,f4a298dc,wrong,10_medium_pruned,10,medium,pruned,26
948,f4a6108e,wrong,6_hard_full,6,hard,full,6
949,f4beefc5,solvedCorrect,6_easy_full,6,easy,full,9
950,f4c4f33c,wrong,10_hard_pruned,10,hard,pruned,23
951,f4f14f89,wrong,10_medium_full,10,medium,full,8
952,f4f1c2a3,wrong,10_medium_full,10,medium,full,12
953,f4f58309,validatedCorrect,10_medium_pruned,10,medium,pruned,1
954,f5c147ff,wrong,10_hard_full,10,hard,full,3
955,f5dac888,wrong,10_easy_full,10,easy,full,58
956,f5def218,validatedCorrect,6_easy_full,6,easy,full,29
957,f5f2942a,solvedCorrect,6_easy_pruned,6,easy,pruned,3
958,f5f6d6ce,wrong,10_medium_full,10,medium,full,16
959,f6b64ced,wrong,6_hard_pruned,6,hard,pruned,43
960,f6c1aeee,solvedCorrect,10_medium_full,10,medium,full,24
961,f6e6ab7c,validatedCorrect,10_hard_pruned,10,hard,pruned,19
962,f6f2f1d1,wrong,10_hard_full,10,hard,full,35
963,f6f64b11,wrong,6_hard_pruned,6,hard,pruned,1
964,f6fbf6b1,wrong,6_hard_full,6,hard,full,89
965,f6fbf7bf,solvedCorrect,10_hard_full,10,hard,full,32
966,f7b241ec,validatedCorrect,10_easy_pruned,10,easy,pruned,4
967,f7b4bfae,wrong,6_hard_full,6,hard,full,18
968,f7b6d848,wrong,10_medium_pruned,10,medium,pruned,27
969,f7e242af,wrong,10_easy_pruned,10,easy,pruned,3
970,f7ebbfe9,wrong,10_hard_full,10,hard,full,63
971,f8a4386a,wrong,10_easy_pruned,10,easy,pruned,3
972,f8bbc519,wrong,6_hard_pruned,6,hard,pruned,1
973,f8c437b8,wrong,10_easy_full,10,easy,full,8
974,f8d586d5,validatedCorrect,10_easy_pruned,10,easy,pruned,3
975,f8d60bcb,solvedCorrect,6_hard_full,6,hard,full,35
976,f8e11654,validatedCorrect,10_medium_full,10,medium,full,42
977,f8efd664,validatedCorrect,10_easy_pruned,10,easy,pruned,16
978,f9c123d7,validatedCorrect,6_easy_full,6,easy,full,25
979,f9c14f1b,wrong,10_medium_full,10,medium,full,46
980,f9d1ac6a,wrong,10_medium_pruned,10,medium,pruned,24
981,f9e165cd,solvedCorrect,10_hard_full,10,hard,full,32
982,faa2ee32,wrong,10_hard_full,10,hard,full,7
983,faafd1c6,validatedCorrect,6_easy_pruned,6,easy,pruned,1
984,fab14685,validatedCorrect,10_hard_pruned,10,hard,pruned,7
985,fac10d6e,wrong,6_hard_full,6,hard,full,26
986,fac6126a,wrong,6_hard_full,6,hard,full,58
987,faf45b5f,validatedCorrect,10_hard_full,10,hard,full,49
988,fbb58502,wrong,6_easy_pruned,6,easy,pruned,1
989,fbc2482b,validatedCorrect,6_easy_full,6,easy,full,9
990,fbf441ba,validatedCorrect,10_hard_pruned,10,hard,pruned,7
991,fcaffad4,wrong,6_hard_pruned,6,hard,pruned,68
992,fcb2e96f,solvedCorrect,10_easy_full,10,easy,full,11
993,fcb764e3,validatedCorrect,10_hard_pruned,10,hard,pruned,25
994,fcf4f6d3,wrong,10_easy_full,10,easy,full,26
995,fcfefd95,solvedCorrect,10_easy_full,10,easy,full,5
996,fda1c679,wrong,10_medium_full,10,medium,full,24
997,fda4f169,validatedCorrect,6_easy_full,6,easy,full,14
998,fda56e55,validatedCorrect,6_easy_full,6,easy,full,12
999,fdaa7ebb,wrong,6_hard_pruned,6,hard,pruned,60
1000,fdb43452,wrong,10_medium_full,10,medium,full,9
1001,fdc4f07b,validatedCorrect,10_easy_pruned,10,easy,pruned,28
1002,fdd70310,wrong,10_hard_full,10,hard,full,27
1003,fde4bf4b,wrong,6_hard_full,6,hard,full,31
1004,fde4ef33,wrong,6_hard_pruned,6,hard,pruned,12
1005,fde6491d,wrong,6_hard_pruned,6,hard,pruned,17
1006,fec28d64,wrong,10_hard_full,10,hard,full,12
1007,fec55e36,wrong,6_easy_full,6,easy,full,5
1008,fec6b568,wrong,10_easy_pruned,10,easy,pruned,7
1009,fed230fb,wrong,10_easy_pruned,10,easy,pruned,3
1010,fedbec09,solvedCorrect,10_easy_full,10,easy,full,26
1011,fee29090,wrong,10_easy_full,10,easy,full,49
1012,feef235a,wrong,10_easy_full,10,easy,full,89
1013,fef4eae9,validatedCorrect,6_hard_pruned,6,hard,pruned,15
1014,ffa4c00b,wrong,6_hard_full,6,hard,full,1
1015,fff4bf68,wrong,6_hard_full,6,hard,full,21
