,userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind
8521,c0cbeef2,6_easy_pruned,6,easy,pruned,interaction_blind,60,500,-2.276514917,-2.532701279,-2.368332783,-1.887867837,-1.924760275,-1.811212879,-1.913005637
8522,c8afed22,6_easy_pruned,6,easy,pruned,non-linear,60,500,-2.21149797,-1.851524285,-1.73979051,-1.89502933,-1.802668324,-3.065023881,-2.951541818
8523,c9c757af,6_easy_pruned,6,easy,pruned,interaction_blind,60,500,-2.073390923,-1.281671076,-1.128648071,-0.667651846,-0.714687694,-0.611766967,-0.704382552
8524,d2d73ea5,6_easy_pruned,6,easy,pruned,non-linear,60,500,-2.466759816,-1.728044596,-1.643046905,-1.877791642,-1.929183248,-3.488818356,-3.943110495
8525,dcfbe5af,6_easy_pruned,6,easy,pruned,non-linear,60,500,-2.713623914,-2.295432212,-2.240892412,-2.598360051,-3.27558678,-3.18946698,-3.435471616
8526,ddb7456a,6_easy_pruned,6,easy,pruned,interaction_blind,60,500,-2.32098402,-2.445352873,-2.355596716,-2.616910216,-2.739786682,-1.025222069,-1.595800053
8527,dfa705b9,6_easy_pruned,6,easy,pruned,interaction_blind,60,500,-2.844083007,-3.072307418,-3.005930295,-3.717766644,-3.567441209,-2.61701131,-2.724007891
8528,e1b100ae,6_easy_pruned,6,easy,pruned,blocking,60,500,-3.156502454,-2.886310678,-2.809385115,-2.855954125,-2.580573596,-3.28596418,-3.471905454
8529,edbbcb60,6_easy_pruned,6,easy,pruned,density,60,500,-2.773428177,-2.963015041,-2.874834754,-3.595782834,-3.393144403,-3.813521835,-3.777843521
8530,edbbea2c,6_easy_pruned,6,easy,pruned,non-linear,60,500,-2.639975506,-2.355420514,-2.100768108,-2.303190563,-2.791066138,-2.188744657,-2.903023784
8531,faafd1c6,6_easy_pruned,6,easy,pruned,interaction_blind,60,500,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.689543082,-0.40931495,-0.658786327
8532,16ead0a0,10_easy_full,10,easy,full,density,60,500,-4.460273606,-4.571773463,-4.805905626,-5.748122129,-6.248262215,-4.795898045,-5.393423919
8533,1de74153,10_easy_full,10,easy,full,blocking,60,500,-5.825793604,-5.758654168,-6.082196746,-6.031615129,-5.689404984,-6.450963338,-6.288031037
8534,1eebf908,10_easy_full,10,easy,full,blocking_blind,60,500,-3.314186005,-4.404277244,-3.58035738,-3.271060324,-1.636772094,-3.052459476,-1.584112134
8535,20a4fec4,10_easy_full,10,easy,full,blocking,60,500,-3.603652737,-4.042714329,-3.79265098,-3.252870275,-3.252558678,-3.917119771,-4.160117588
8536,23b6924e,10_easy_full,10,easy,full,interaction_blind,60,500,-4.010048279,-3.859948516,-3.818790595,-4.638992378,-5.032716453,-3.617187274,-4.10922158
8537,26e680e4,10_easy_full,10,easy,full,blocking_blind,60,500,-3.825981742,-2.881609745,-2.570056629,-2.847309471,-2.394498091,-2.509480459,-2.107050965
8538,2fe692a5,10_easy_full,10,easy,full,blocking_blind,60,500,-3.717238426,-2.326677431,-1.879479623,-0.948015073,-0.581183262,-0.869196171,-0.551111728
8539,31b4fc9e,10_easy_full,10,easy,full,blocking_blind,60,500,-3.879243307,-2.440179983,-2.057891505,-1.996316875,-1.310127911,-1.635573508,-1.085622197
8540,37bffc4e,10_easy_full,10,easy,full,blocking,60,500,-4.502649412,-3.710878927,-3.631496198,-3.303745381,-3.23938666,-4.012366533,-4.267898362
8541,3ac5170c,10_easy_full,10,easy,full,blocking_blind,60,500,-3.728018127,-2.502133271,-2.166446439,-2.014367092,-1.471725921,-1.880063753,-1.378412228
8542,3dfad0f2,10_easy_full,10,easy,full,blocking,60,500,-3.479705027,-3.625059782,-3.453621523,-3.535529003,-3.35570646,-4.239820441,-4.395565447
8543,55c68fc5,10_easy_full,10,easy,full,interaction_blind,60,500,-4.003130254,-3.624644338,-3.6321377,-4.404985411,-4.799143899,-3.519400292,-3.985259419
8544,56e6f5d2,10_easy_full,10,easy,full,blocking,60,500,-4.151006595,-3.290687874,-3.015525494,-2.982007662,-2.924571973,-3.040146129,-3.164729499
8545,58d72aaf,10_easy_full,10,easy,full,non-linear,60,500,-4.098010346,-3.356084665,-3.150812609,-3.64805825,-3.701030917,-3.242118196,-3.458563762
8546,5cd6bb63,10_easy_full,10,easy,full,blocking,60,500,-3.593265773,-2.793997363,-2.533646154,-2.804581741,-2.323275525,-3.514205425,-3.224766722
8547,67f69d24,10_easy_full,10,easy,full,blocking,60,500,-3.375770454,-2.475120464,-2.291820705,-2.327685399,-2.234218774,-2.845396474,-3.022090015
8548,6ac7311a,10_easy_full,10,easy,full,interaction,60,500,-4.170513812,-2.705871402,-2.505232537,-2.377481173,-2.55047494,-3.830246652,-4.402810201
8549,6cc4f8b6,10_easy_full,10,easy,full,non-linear,60,500,-3.705468322,-3.58817049,-3.501809051,-3.627776042,-3.767203476,-3.886719661,-4.297946914
8550,6cd50fc7,10_easy_full,10,easy,full,interaction_blind,60,500,-4.330940343,-3.837367495,-3.740171909,-3.777092809,-3.643020014,-3.605491444,-3.671897202
8551,6dfbeafe,10_easy_full,10,easy,full,blocking_blind,60,500,-3.760395841,-2.766446559,-2.503099663,-2.865866524,-2.32147589,-2.395410957,-2.166874902
8552,70bffd4d,10_easy_full,10,easy,full,blocking,60,500,-4.388860398,-3.070925079,-2.841364416,-2.729228977,-2.716396579,-3.76808446,-4.282749583
8553,72caeffe,10_easy_full,10,easy,full,non-linear,60,500,-3.984684395,-3.653495858,-3.548869311,-4.283103833,-4.330508558,-3.558245424,-3.727935218
8554,75bbec9c,10_easy_full,10,easy,full,blocking_blind,60,500,-3.954654689,-3.266036655,-3.029665879,-3.464543025,-3.207320779,-3.14788122,-2.845785417
8555,76c104da,10_easy_full,10,easy,full,density,60,500,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.626699639,-5.578881668,-5.592178308
8556,89cbc391,10_easy_full,10,easy,full,non-linear,60,500,-4.511561643,-3.545875121,-3.403573188,-3.569709128,-3.795232511,-4.078777378,-4.829925565
8557,8de6a2af,10_easy_full,10,easy,full,blocking_blind,60,500,-3.313157248,-2.279114872,-1.944521535,-1.213783266,-1.043923535,-1.152009328,-1.01886791
8558,92a70054,10_easy_full,10,easy,full,interaction,60,500,-4.314468918,-3.36050273,-3.201705579,-2.995009734,-3.117434684,-3.938211275,-4.392744203
8559,9ae751bc,10_easy_full,10,easy,full,blocking_blind,60,500,-3.916946138,-2.383317575,-1.997082684,-1.828142572,-1.143530587,-1.738904811,-1.121413722
8560,a2d68973,10_easy_full,10,easy,full,non-linear,60,500,-3.485807119,-3.534130395,-3.424219479,-4.652204967,-4.430020623,-5.589786619,-5.809572194
8561,abdacc98,10_easy_full,10,easy,full,blocking,60,500,-4.158783125,-2.912325485,-2.692163021,-2.578907475,-2.28145714,-3.639497144,-3.930347213
8562,acc6e9d4,10_easy_full,10,easy,full,blocking_blind,60,500,-3.856744039,-3.00716438,-2.74328863,-2.88822124,-2.631316711,-2.435390234,-2.227772941
8563,aefbe715,10_easy_full,10,easy,full,density,60,500,-4.915931202,-4.952609559,-5.090266682,-5.385802672,-5.046959271,-5.179044351,-5.060489061
8564,b4a4f22a,10_easy_full,10,easy,full,blocking,60,500,-4.163438228,-3.320077043,-3.02691073,-2.812458365,-2.537634931,-3.281787254,-3.278620833
8565,b8a4fbaa,10_easy_full,10,easy,full,linear,60,500,-3.975308401,-3.651626448,-3.705785081,-4.609818343,-5.434916926,-3.748688267,-4.630915165
8566,b9bbef4c,10_easy_full,10,easy,full,interaction,60,500,-4.817558055,-3.447640621,-3.263863945,-3.128264185,-3.440560907,-3.819799186,-4.715947821
8567,c0dfd341,10_easy_full,10,easy,full,blocking_blind,60,500,-3.83763815,-3.458621166,-3.253259137,-3.770110274,-3.739899616,-2.887679596,-2.879966754
8568,c6aad6d0,10_easy_full,10,easy,full,blocking_blind,60,500,-4.070198364,-3.588610483,-3.323663036,-3.736361016,-3.424238864,-3.041367831,-2.739036775
8569,c8c4f85a,10_easy_full,10,easy,full,blocking_blind,60,500,-3.752790846,-2.862667674,-2.476717502,-2.2583561,-1.654703175,-1.963907607,-1.403620859
8570,cccfd3ac,10_easy_full,10,easy,full,non-linear,60,500,-3.824345251,-3.7825365,-3.696155017,-4.714609247,-4.841746224,-4.361834572,-4.518590058
8571,cff10c9a,10_easy_full,10,easy,full,interaction_blind,60,500,-3.829457014,-3.220224576,-2.930645613,-3.158121219,-3.10994893,-2.452574801,-2.454667494
8572,d0e6841e,10_easy_full,10,easy,full,non-linear,60,500,-4.500286152,-3.785647685,-3.632463347,-3.868206965,-3.869153493,-4.124272012,-4.515028744
8573,d4cbca4e,10_easy_full,10,easy,full,interaction_blind,60,500,-3.9736261,-3.683122309,-3.576102004,-4.421835231,-4.551803464,-3.482114915,-3.683313227
8574,d6c10e9a,10_easy_full,10,easy,full,non-linear,60,500,-3.664064553,-2.714215524,-2.496392229,-3.041197123,-2.688706703,-3.232498321,-3.295850753
8575,dacfd3d4,10_easy_full,10,easy,full,non-linear,60,500,-3.994480481,-3.397008582,-3.224731098,-3.823848662,-3.676779392,-3.880603549,-3.911573742
8576,daf74d3f,10_easy_full,10,easy,full,blocking_blind,60,500,-3.530885296,-3.201908423,-2.799976609,-2.325699374,-1.778334399,-2.237375634,-1.750341114
8577,e6abcdb2,10_easy_full,10,easy,full,interaction_blind,60,500,-3.364412324,-3.09678227,-2.868602172,-3.033308299,-3.166230012,-2.726422234,-2.88053906
8578,e9bbf006,10_easy_full,10,easy,full,blocking_blind,60,500,-4.185997232,-3.366807085,-3.124754024,-3.362467184,-3.113777345,-3.113209677,-2.982169128
8579,f1fbe0de,10_easy_full,10,easy,full,blocking,60,500,-3.79416111,-2.938918871,-2.626817793,-2.917455841,-2.546366692,-3.044964747,-2.881034648
8580,f5dac888,10_easy_full,10,easy,full,blocking_blind,60,500,-4.504407783,-4.390367627,-4.304440042,-4.549505595,-4.305681293,-4.395433061,-4.2672285
8581,fcf4f6d3,10_easy_full,10,easy,full,non-linear,60,500,-4.013278382,-3.356729194,-3.296610043,-3.96147968,-4.287133903,-4.484141434,-5.238920322
8582,fedbec09,10_easy_full,10,easy,full,interaction_blind,60,500,-3.9455769,-3.602849683,-3.417278771,-4.197736399,-4.250191397,-3.18451247,-3.272341804
8583,29bff31a,10_easy_pruned,10,easy,pruned,blocking_blind,60,500,-3.793512092,-2.618317371,-2.053748264,-0.593965102,-0.451936095,-0.527107317,-0.419003777
8584,2fd101b0,10_easy_pruned,10,easy,pruned,density,60,500,-4.553101652,-4.895060417,-5.086346725,-5.644055067,-5.563882503,-5.712997037,-5.975688111
8585,39afd1eb,10_easy_pruned,10,easy,pruned,interaction_blind,60,500,-3.949027515,-2.874601926,-2.529697145,-2.049263366,-2.14276131,-1.222158889,-1.335016027
8586,3ab7160d,10_easy_pruned,10,easy,pruned,non-linear,60,500,-4.050572231,-3.557970788,-3.526621979,-4.048187997,-4.277374863,-3.892386911,-4.156805496
8587,3ebbc051,10_easy_pruned,10,easy,pruned,density,60,500,-2.337879868,-4.604349036,-4.280691113,-4.263818919,-3.534061446,-4.19310146,-3.497105363
8588,43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,60,500,-4.130963916,-3.82253587,-3.674646293,-3.976296579,-3.894942968,-3.495319322,-3.577623264
8589,44b696ef,10_easy_pruned,10,easy,pruned,interaction,60,500,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-4.076083643,-4.430740985,-5.319337297
8590,46c12352,10_easy_pruned,10,easy,pruned,blocking_blind,60,500,-3.470259704,-3.945212138,-3.733745643,-4.091020368,-3.920869125,-3.560329842,-3.412363782
8591,47dbc824,10_easy_pruned,10,easy,pruned,non-linear,60,500,-4.324463181,-3.296264053,-3.125499402,-3.494695467,-3.502804366,-3.791341356,-4.157239653
8592,4eb4f441,10_easy_pruned,10,easy,pruned,blocking_blind,60,500,-3.206162255,-2.443471246,-2.075652453,-1.212354344,-1.147045085,-1.166580248,-1.122169403
8593,4ecfea32,10_easy_pruned,10,easy,pruned,non-linear,60,500,-3.843020775,-3.819080007,-3.743517839,-4.445757069,-4.524052287,-3.974355987,-4.030583326
8594,4fb692a0,10_easy_pruned,10,easy,pruned,interaction_blind,60,500,-3.083761178,-3.303848938,-3.026756822,-3.373583529,-3.606253223,-2.772331032,-2.986459234
8595,5aebf3c2,10_easy_pruned,10,easy,pruned,interaction_blind,60,500,-3.606121782,-3.046484439,-3.009301929,-3.337195984,-3.428457333,-3.000881646,-3.230075346
8596,76bfdf0b,10_easy_pruned,10,easy,pruned,interaction_blind,60,500,-4.177268392,-3.997173645,-4.004291496,-4.680987355,-4.912809306,-3.432092852,-3.791274405
8597,89cbfdf9,10_easy_pruned,10,easy,pruned,interaction_blind,60,500,-3.802106297,-3.757028027,-3.573813146,-4.424541991,-4.430308262,-3.450802321,-3.514086176
8598,8defd34b,10_easy_pruned,10,easy,pruned,blocking,60,500,-4.637637547,-3.780254391,-3.510786314,-3.372685081,-3.272721362,-4.123101031,-4.217385213
8599,92f69945,10_easy_pruned,10,easy,pruned,blocking,60,500,-3.515957383,-2.911184028,-2.549389379,-2.520152764,-1.990761834,-2.257454802,-2.037925374
8600,a2c12212,10_easy_pruned,10,easy,pruned,blocking_blind,60,500,-2.902403083,-3.45485562,-3.211886529,-3.204439545,-2.657121441,-3.146927493,-2.62493042
8601,a7bfd4fc,10_easy_pruned,10,easy,pruned,density,60,500,-3.091640935,-3.419345521,-3.268288317,-3.683784486,-3.465508703,-4.393254384,-4.44168888
8602,acb11b17,10_easy_pruned,10,easy,pruned,blocking_blind,60,500,-3.344791691,-2.442397562,-2.074866608,-1.211295728,-1.126078324,-1.165353581,-1.100491457
8603,b9e10f8b,10_easy_pruned,10,easy,pruned,blocking,60,500,-4.307379829,-2.804718074,-2.476017368,-1.993398912,-1.774649432,-3.414049261,-3.538705177
8604,c3dfd812,10_easy_pruned,10,easy,pruned,interaction_blind,60,500,-3.825296771,-3.750618532,-3.662929775,-4.23329624,-4.582045625,-3.610812851,-3.892284946
8605,c7c6f18d,10_easy_pruned,10,easy,pruned,blocking_blind,60,500,-3.856195754,-2.979665619,-2.59029996,-2.502881081,-2.12102397,-2.059767916,-1.698598826
8606,cdc50047,10_easy_pruned,10,easy,pruned,interaction_blind,60,500,-3.566480626,-3.530198229,-3.36817811,-3.907740851,-4.076632933,-3.162293236,-3.330968293
8607,ceafe698,10_easy_pruned,10,easy,pruned,interaction,60,500,-3.841796818,-3.121224836,-2.977683901,-2.855058067,-3.256062753,-2.885163819,-3.104571
8608,cec10cc8,10_easy_pruned,10,easy,pruned,blocking_blind,60,500,-3.206162255,-2.443471246,-2.075652453,-1.212354344,-1.147045085,-1.166580248,-1.122169403
8609,d5aff345,10_easy_pruned,10,easy,pruned,non-linear,60,500,-4.168678814,-4.034558382,-4.026913956,-4.961014004,-5.240540576,-4.352764724,-4.61916744
8610,e2bbe5e1,10_easy_pruned,10,easy,pruned,interaction,60,500,-3.231574832,-3.445114897,-3.236731167,-3.120539962,-3.128268669,-3.431713292,-3.517645599
8611,eec719ce,10_easy_pruned,10,easy,pruned,non-linear,60,500,-3.756169757,-3.026761619,-2.872999711,-3.192190508,-3.224480799,-3.077172342,-3.258092998
8612,f8efd664,10_easy_pruned,10,easy,pruned,blocking_blind,60,500,-3.169681489,-3.211341014,-2.867661977,-2.12896668,-2.011430245,-2.075207374,-1.982857316
8613,fdc4f07b,10_easy_pruned,10,easy,pruned,interaction_blind,60,500,-3.422662799,-3.001264009,-2.729496597,-2.555226686,-2.621380291,-1.934018113,-1.997502829
8614,18c75602,10_medium_full,10,medium,full,interaction_blind,60,500,-4.162067205,-2.790732243,-2.567953565,-1.854468306,-2.054195284,-1.64604832,-1.803420234
8615,1debf4d1,10_medium_full,10,medium,full,interaction_blind,60,500,-3.306363279,-3.765236448,-3.497311743,-2.137982713,-2.849303389,-2.000267783,-2.784052085
8616,33bbca9a,10_medium_full,10,medium,full,blocking_blind,60,500,-4.504392759,-2.696646244,-2.458756355,-2.066438572,-1.725304464,-1.875748479,-1.528912561
8617,34d51755,10_medium_full,10,medium,full,interaction_blind,60,500,-3.296188483,-2.72811499,-2.538322533,-2.197373336,-2.266408634,-2.005912516,-2.09311499
8618,36ebe4da,10_medium_full,10,medium,full,blocking,60,500,-3.767999463,-2.980714439,-2.713274195,-2.183776647,-1.943382721,-2.116044662,-2.027847902
8619,38cbc1f6,10_medium_full,10,medium,full,blocking_blind,60,500,-4.24994435,-3.146969211,-2.945705204,-2.70474187,-2.737831111,-2.500798369,-2.462584073
8620,39b67ab6,10_medium_full,10,medium,full,density,60,500,-3.147833596,-3.689920352,-3.535339904,-4.188577342,-4.044998671,-4.870036836,-4.917618869
8621,40f6b779,10_medium_full,10,medium,full,blocking_blind,60,500,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.231369858,-2.43731333,-1.166118553
8622,48ec02bc,10_medium_full,10,medium,full,blocking,60,500,-4.186245316,-3.033881941,-2.849015614,-2.819113518,-2.620466801,-2.743755513,-2.677120425
8623,4cb73467,10_medium_full,10,medium,full,blocking_blind,60,500,-4.434819822,-2.96980854,-2.785804544,-2.539130947,-2.37816415,-2.242618713,-2.047911558
8624,4cffe209,10_medium_full,10,medium,full,blocking_blind,60,500,-4.223193748,-3.428157295,-3.268446535,-2.779686966,-2.716028581,-2.344901143,-2.294843113
8625,4de4f27d,10_medium_full,10,medium,full,blocking_blind,60,500,-4.432098834,-3.429194359,-3.296381409,-3.065237274,-2.974350238,-2.623669277,-2.483912529
8626,4ffbe4e0,10_medium_full,10,medium,full,density,60,500,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-4.680613738,-3.860582829,-4.644367131
8627,53d72c88,10_medium_full,10,medium,full,blocking_blind,60,500,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.231369858,-2.43731333,-1.166118553
8628,54d4fd9d,10_medium_full,10,medium,full,blocking_blind,60,500,-4.589745575,-3.17797092,-3.010939424,-2.882250301,-2.834890378,-2.544687012,-2.444198796
8629,54f6b927,10_medium_full,10,medium,full,blocking_blind,60,500,-3.999456545,-3.087021031,-2.926824541,-2.828938949,-2.748152164,-2.613427264,-2.474074215
8630,72e6961c,10_medium_full,10,medium,full,blocking,60,500,-3.657358512,-2.896472751,-2.639353602,-1.939038896,-1.691509519,-2.234558726,-2.469706716
8631,76abf978,10_medium_full,10,medium,full,non-linear,60,500,-3.855764779,-3.665378579,-3.620153177,-4.481405859,-4.509606148,-4.020623432,-3.991979907
8632,81a10227,10_medium_full,10,medium,full,blocking_blind,60,500,-4.494354094,-3.128804817,-2.930299339,-2.72361255,-2.570496974,-2.335421883,-2.249000443
8633,81a6c621,10_medium_full,10,medium,full,non-linear,60,500,-4.115805582,-3.665106806,-3.590473477,-4.317983165,-4.373775615,-4.257437875,-4.348014061
8634,85e50169,10_medium_full,10,medium,full,blocking_blind,60,500,-4.433851996,-2.980630273,-2.779535855,-2.342372441,-2.238235906,-2.043633548,-1.780827194
8635,89fbc220,10_medium_full,10,medium,full,blocking_blind,60,500,-5.04992834,-3.089497074,-2.914267499,-2.611444837,-2.349305201,-2.468324748,-2.079118913
8636,93c70cc1,10_medium_full,10,medium,full,blocking_blind,60,500,-3.80311041,-3.365213248,-3.188926147,-2.772603411,-2.58211544,-2.470458847,-2.342196808
8637,96abd246,10_medium_full,10,medium,full,blocking_blind,60,500,-4.104185772,-2.750092992,-2.534918483,-2.152437775,-2.021701809,-2.034331317,-1.915272323
8638,9ea4fe94,10_medium_full,10,medium,full,interaction_blind,60,500,-3.403840062,-2.623704516,-2.389805537,-1.746763204,-1.879595523,-1.6127689,-1.782936738
8639,a0a4f4ea,10_medium_full,10,medium,full,blocking,60,500,-3.651409922,-3.841196359,-3.701742652,-3.413712547,-3.199574851,-3.516105836,-3.552079939
8640,a5e116c5,10_medium_full,10,medium,full,density,60,500,-2.241173584,-3.211964668,-3.010175131,-2.56199262,-2.557860171,-2.730149003,-2.743958554
8641,a7b511d6,10_medium_full,10,medium,full,blocking,60,500,-3.879064218,-3.254088877,-3.046213344,-2.62442169,-2.391022107,-2.858196388,-2.896317983
8642,b0d5043d,10_medium_full,10,medium,full,interaction_blind,60,500,-4.041294743,-3.66374482,-3.524250239,-3.227678298,-3.27711312,-3.132159256,-3.141606599
8643,b3dbd892,10_medium_full,10,medium,full,blocking_blind,60,500,-4.435288549,-3.38465043,-3.144081749,-2.746552705,-2.638106543,-2.435527851,-2.269992158
8644,b9bbc96c,10_medium_full,10,medium,full,blocking,60,500,-3.650817075,-2.859048131,-2.656386222,-2.39924862,-2.349009503,-2.404947935,-2.56971505
8645,bca124ea,10_medium_full,10,medium,full,interaction_blind,60,500,-3.84810771,-2.636785065,-2.408660876,-1.577054315,-1.841051904,-1.566952099,-1.753902143
8646,bfabcc7d,10_medium_full,10,medium,full,interaction_blind,60,500,-3.159951544,-3.452004272,-3.257683053,-2.823057879,-3.232972499,-2.691270304,-3.054802637
8647,c6c100be,10_medium_full,10,medium,full,blocking_blind,60,500,-4.322712615,-3.070503117,-2.849323626,-2.486979086,-2.374767109,-2.107095806,-1.974553786
8648,e0a10efa,10_medium_full,10,medium,full,interaction_blind,60,500,-4.003907455,-3.183804542,-2.962940274,-2.384694282,-2.541260861,-2.375846531,-2.452766718
8649,e3a4effd,10_medium_full,10,medium,full,blocking_blind,60,500,-4.028791145,-3.826495283,-3.696579715,-3.474230602,-3.379560695,-3.129426513,-2.971174171
8650,e5b69f84,10_medium_full,10,medium,full,blocking_blind,60,500,-3.790556731,-2.693435809,-2.498420373,-1.984670126,-1.953706179,-1.86699319,-1.747764372
8651,eaaff660,10_medium_full,10,medium,full,blocking_blind,60,500,-4.040088982,-3.220186054,-3.028892184,-2.589145785,-2.325413096,-2.26997591,-2.024766619
8652,f8e11654,10_medium_full,10,medium,full,interaction_blind,60,500,-4.216701534,-3.086535971,-2.901760724,-2.304097497,-2.334276853,-2.203200331,-2.224190557
8653,19b680e2,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.519760711,-2.772911328,-2.501917954,-2.23137237,-1.728856818,-2.155043952,-1.680482182
8654,1feffe13,10_medium_pruned,10,medium,pruned,interaction_blind,60,500,-5.314382283,-2.255617629,-1.917497176,-0.615203735,-0.671947217,-0.557384165,-0.646268419
8655,29e72a67,10_medium_pruned,10,medium,pruned,blocking,60,500,-5.343302859,-4.002650232,-3.950616338,-3.551775239,-3.448179831,-4.426210926,-4.538307084
8656,2bd72f3e,10_medium_pruned,10,medium,pruned,interaction_blind,60,500,-5.036098845,-2.272075775,-2.03742041,-1.294043076,-1.376186016,-1.252882723,-1.3557105
8657,31cfd831,10_medium_pruned,10,medium,pruned,interaction_blind,60,500,-3.386808644,-3.723595891,-3.507309827,-2.429516059,-3.365233516,-2.290775302,-3.313075019
8658,33a74451,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.569961796,-2.971066514,-2.781873874,-2.744831051,-2.550658623,-2.301566223,-2.284226334
8659,3ed1161d,10_medium_pruned,10,medium,pruned,density,60,500,-2.581397632,-3.537856606,-3.408476025,-3.521566795,-3.791728611,-2.966531416,-3.223599882
8660,42f75809,10_medium_pruned,10,medium,pruned,interaction_blind,60,500,-5.036098845,-2.272075775,-2.03742041,-1.294043076,-1.376186016,-1.252882723,-1.3557105
8661,43c516b5,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.524417631,-2.368830633,-2.133436257,-1.967168884,-1.619958846,-1.631331862,-1.297215331
8662,43cad2c3,10_medium_pruned,10,medium,pruned,interaction_blind,60,500,-4.884751655,-3.44557129,-3.265387517,-3.162680764,-3.189677438,-3.126438646,-3.184370988
8663,4fba815c,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.123221024,-2.18155448,-1.94763628,-1.552612982,-1.25207851,-1.51486992,-1.22938749
8664,5efbf191,10_medium_pruned,10,medium,pruned,interaction_blind,60,500,-5.126932491,-3.290888905,-3.066899035,-2.948892239,-3.034232022,-2.217291102,-2.279179399
8665,6db76212,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.591475129,-2.100143425,-1.84209327,-1.505874772,-1.037357443,-1.441236017,-1.006351186
8666,71ebc315,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.585869487,-2.106494949,-1.867930877,-1.311068557,-1.075288107,-1.255812275,-1.048276409
8667,76f6a1e9,10_medium_pruned,10,medium,pruned,interaction_blind,60,500,-4.494532316,-3.454965774,-3.300465162,-3.562279129,-3.597756064,-2.341682458,-2.567288791
8668,93ebead7,10_medium_pruned,10,medium,pruned,interaction_blind,60,500,-4.546001891,-3.03989554,-2.889437527,-3.332183671,-3.165992295,-2.730474537,-2.920789431
8669,94a4f5d4,10_medium_pruned,10,medium,pruned,interaction,60,500,-4.54360325,-2.621301922,-2.305651318,-1.306409305,-1.316785775,-1.71380464,-1.737758863
8670,95e69707,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.922884606,-2.06128354,-1.830449946,-1.314384554,-1.047099736,-1.258198423,-1.02078583
8671,9ba1165f,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.171938377,-2.171959977,-1.941916383,-1.653092244,-1.332576585,-1.628829804,-1.314472656
8672,9da51cdd,10_medium_pruned,10,medium,pruned,interaction_blind,60,500,-4.415477564,-2.786832303,-2.595634139,-2.268396635,-2.361383906,-1.67316818,-1.825088145
8673,9dd11e8e,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.324919121,-3.242688006,-3.063775808,-3.319387707,-3.080680434,-2.786170551,-2.653447424
8674,a9cbcabb,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.922484789,-2.465916795,-2.228030558,-1.915183017,-1.658759707,-1.891841881,-1.650184912
8675,abd12ee2,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.121028304,-3.575017031,-3.287868237,-3.036102558,-2.736095768,-2.536809705,-2.269625164
8676,b0c6f3a8,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.732962008,-3.140443352,-2.968944604,-3.165830907,-3.091213686,-2.506570082,-2.412308097
8677,bdd7483e,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-3.944691839,-2.685054334,-2.428333137,-1.805000596,-1.749019107,-1.740554597,-1.724348528
8678,cefc077d,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.918848923,-3.139448148,-2.943626994,-2.196450806,-2.075221557,-2.153092938,-2.059598472
8679,d0f687f1,10_medium_pruned,10,medium,pruned,blocking,60,500,-4.655261198,-3.432271271,-3.332757078,-3.495955545,-3.021785412,-3.402857185,-3.406021983
8680,d1bbc1e6,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-4.171938377,-2.171959977,-1.941916383,-1.653092244,-1.332576585,-1.628829804,-1.314472656
8681,d8aacc7a,10_medium_pruned,10,medium,pruned,interaction_blind,60,500,-5.036098845,-2.272075775,-2.03742041,-1.294043076,-1.376186016,-1.252882723,-1.3557105
8682,d9fa7f02,10_medium_pruned,10,medium,pruned,blocking_blind,60,500,-3.540959324,-3.620411655,-3.137884655,-1.634680977,-1.476529921,-1.49594022,-1.424371423
8683,daa11f50,10_medium_pruned,10,medium,pruned,interaction_blind,60,500,-4.486459767,-2.928404863,-2.716497355,-2.843357642,-2.67361677,-2.400463015,-2.404097424
8684,e1b6994c,10_medium_pruned,10,medium,pruned,density,60,500,-4.335429019,-6.415376013,-6.174112514,-5.422510674,-5.343435146,-5.353140296,-5.317355898
