userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,time_rel_sec,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,click,1.51362E+12,533932,533.932,1,13.09548895,1,17.79385629,13.09548895,21,2_2,8.888,8.888,click,23,3,FALSE,1.51362E+12
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,undo,1.51362E+12,537694,537.694,,,,,,,2_2,3.762,3.762,click,,,,1.51362E+12
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,click,1.51362E+12,538581,538.581,1,17.79385629,0,17.79385629,13.09548895,21,3_2,0.887,4.649,undo,24,3,FALSE,1.51362E+12
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,click,1.51362E+12,541828,541.828,2,10000,0,10000,-10000,20,2_2,3.247,3.247,click,25,4,FALSE,1.51362E+12
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,click,1.51362E+12,545533,545.533,1,-10000,0,-10000,-10000,19,2_3,3.705,3.705,click,26,5,FALSE,1.51362E+12
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,click,1.51362E+12,546765,546.765,2,2.14,4,10000,10000,18,5_0,1.232,1.232,click,27,6,FALSE,1.51362E+12
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,undo,1.51362E+12,549328,549.328,,,,,,,5_0,2.563,2.563,click,,,,1.51362E+12
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,undo,1.51362E+12,549719,549.719,,,,,,,2_3,0.391,2.954,undo,,,,1.51362E+12
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,undo,1.51362E+12,549911,549.911,,,,,,,2_2,0.192,3.146,undo,,,,1.51362E+12
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,undo,1.51362E+12,550070,550.07,,,,,,,3_2,0.159,3.305,undo,,,,1.51362E+12
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,undo,1.51362E+12,550222,550.222,,,,,,,0_5,0.152,3.457,undo,,,,1.51362E+12
1dac01e7,6_hard_pruned,6,hard,pruned,wrong,undo,1.51362E+12,550382,550.382,,,,,,,0_2,0.16,3.617,undo,,,,1.51362E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,32871,32.871,1,5.207121599,4,7.458754252,7.208754252,23,4_2,32.856,0,,1,1,TRUE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,34048,34.048,2,2.872745181,4,10000,7.28,22,4_3,1.177,1.177,click,2,2,FALSE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,undo,1.51191E+12,38771,38.771,,,,,,,4_3,4.723,4.723,click,,,,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,undo,1.51191E+12,39282,39.282,,,,,,,4_2,0.511,5.234,undo,,,,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,59679,59.679,1,5.457121599,2,7.458754252,7.208754252,23,2_2,20.397,25.631,undo,3,1,TRUE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,61712,61.712,2,3.483998016,2,12.23947988,7.141111111,22,2_3,2.033,2.033,click,4,2,FALSE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,63848,63.848,1,7.844377834,0,7.844377834,-10000,21,4_3,2.136,2.136,click,5,3,FALSE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,64760,64.76,2,4.084376417,2,11.78111111,4.871636905,20,3_2,0.912,0.912,click,6,4,FALSE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,reset,1.51191E+12,72354,72.354,,,,,,,,7.594,7.594,click,,,,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,90168,90.168,1,7.208754252,1,7.458754252,7.208754252,23,3_2,17.814,25.408,reset,7,1,TRUE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,93311,93.311,2,1.39,10,10000,11.90784722,22,5_0,3.143,3.143,click,8,2,FALSE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,95600,95.6,1,18.08548753,2,10000,10000,21,2_3,2.289,2.289,click,9,3,FALSE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,98808,98.808,2,5.692743764,0,5.692743764,-10000,20,1_4,3.208,3.208,click,10,4,FALSE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,108304,108.304,1,10.40111253,3,10000,10000,19,4_3,9.496,9.496,click,11,5,FALSE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,110035,110.035,2,1.5,0,1.5,-10000,18,1_0,1.731,1.731,click,12,6,FALSE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,115632,115.632,1,10000,0,10000,10000,17,0_2,5.597,5.597,click,13,7,FALSE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,116465,116.465,2,-10000,0,-10000,-10000,16,0_5,0.833,0.833,click,14,8,FALSE,1.51191E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,125337,125.337,1,10000,0,10000,10000,15,2_2,8.872,8.872,click,15,9,FALSE,1.51191E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,18787,18.787,1,5.361111111,3,7.458754252,7.208754252,23,0_2,18.751,0,,1,1,TRUE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,36087,36.087,2,0,0,0,-10000,22,0_5,17.3,17.3,click,2,2,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,44224,44.224,1,13.09548895,1,17.79385629,13.09548895,21,2_2,8.137,8.137,click,3,3,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,47538,47.538,2,8.157467404,0,8.157467404,-10000,20,3_2,3.314,3.314,click,4,4,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,55416,55.416,1,5.598958333,2,10000,7.152223639,19,2_0,7.878,7.878,click,5,5,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,57057,57.057,2,10000,0,10000,-10000,18,2_3,1.641,1.641,click,6,6,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,58488,58.488,1,-10000,0,-10000,-10000,17,4_3,1.431,1.431,click,7,7,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,62866,62.866,2,4.194376417,4,10000,6.251111111,16,4_2,4.378,4.378,click,8,8,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,70482,70.482,1,-10000,0,-10000,-10000,15,3_4,7.616,7.616,click,9,9,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,74593,74.593,2,1.75,3,10000,10000,14,5_2,4.111,4.111,click,10,10,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,76496,76.496,1,-10000,0,-10000,-10000,13,2_4,1.903,1.903,click,11,11,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,78232,78.232,,,,,,,,1.736,1.736,click,,,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,85943,85.943,1,1.737847222,7,7.458754252,7.208754252,23,0_5,7.711,9.447,reset,12,1,TRUE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,93118,93.118,2,-10000,1,1.611111111,-10000,22,2_3,7.175,7.175,click,13,2,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,94278,94.278,1,10000,0,10000,7.844377834,21,0_2,1.16,1.16,click,14,3,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,undo,1.5136E+12,97282,97.282,,,,,,,0_2,3.004,3.004,click,,,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,undo,1.5136E+12,98689,98.689,,,,,,,2_3,1.407,4.411,undo,,,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,99965,99.965,2,1.611111111,0,1.611111111,-10000,22,0_2,1.276,5.687,undo,15,2,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,103950,103.95,1,3.845488946,3,9.338752834,6.278752834,21,2_2,3.985,3.985,click,16,3,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,107967,107.967,2,3.789624433,3,10000,7.141111111,20,2_3,4.017,4.017,click,17,4,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,108886,108.886,1,7.844377834,0,7.844377834,-10000,19,4_3,0.919,0.919,click,18,5,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,110046,110.046,2,1.582743764,5,10000,5.361111111,18,3_2,1.16,1.16,click,19,6,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,111718,111.718,1,10000,0,10000,1.983856293,17,4_2,1.672,1.672,click,20,7,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,undo,1.5136E+12,114466,114.466,,,,,,,4_2,2.748,2.748,click,,,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,undo,1.5136E+12,115261,115.261,,,,,,,3_2,0.795,3.543,undo,,,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,115839,115.839,,,,,,,,0.578,4.121,undo,,,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,119454,119.454,1,1.488958333,9,7.458754252,7.208754252,23,2_0,3.615,7.736,reset,21,1,TRUE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,121249,121.249,2,10000,0,10000,11.90784722,22,2_2,1.795,1.795,click,22,2,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,124622,124.622,1,-10000,0,-10000,-10000,21,0_2,3.373,3.373,click,23,3,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,126533,126.533,2,0,19,10000,10000,20,0_5,1.911,1.911,click,24,4,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,128390,128.39,1,-10000,0,-10000,-10000,19,1_4,1.857,1.857,click,25,5,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,129317,129.317,2,12.03111111,2,10000,10000,18,2_4,0.927,0.927,click,26,6,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,131506,131.506,,,,,,,,2.189,2.189,click,,,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,132022,132.022,,,,,,,,0.516,2.705,reset,,,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,132247,132.247,,,,,,,,0.225,2.93,reset,,,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,132438,132.438,,,,,,,,0.191,3.121,reset,,,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,135629,135.629,1,0.487847222,13,7.458754252,7.208754252,23,5_0,3.191,6.312,reset,27,1,TRUE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,138341,138.341,2,1.267467404,9,10000,11.90784722,22,3_2,2.712,2.712,click,28,2,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,142109,142.109,1,2.792223639,0,2.792223639,2.792223639,21,2_3,3.768,3.768,click,29,3,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,147541,147.541,2,10000,0,10000,12.23947988,20,2_2,5.432,5.432,click,30,4,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,151398,151.398,1,-10000,0,-10000,-10000,19,4_0,3.857,3.857,click,31,5,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,155094,155.094,,,,,,,,3.696,3.696,click,,,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,161739,161.739,1,1.737847222,7,7.458754252,7.208754252,23,0_5,6.645,10.341,reset,32,1,TRUE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,164516,164.516,2,1.611111111,0,1.611111111,-10000,22,0_2,2.777,2.777,click,33,2,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,169555,169.555,1,3.845488946,3,9.338752834,6.278752834,21,2_2,5.039,5.039,click,34,3,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,174797,174.797,2,1.491461168,8,10000,7.141111111,20,3_2,5.242,5.242,click,35,4,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,175684,175.684,1,10000,0,10000,8.205488946,19,2_3,0.887,0.887,click,36,5,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,177460,177.46,2,-10000,0,-10000,-10000,18,2_4,1.776,1.776,click,37,6,FALSE,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,click,1.5136E+12,178228,178.228,1,10000,0,10000,7.472743764,17,2_0,0.768,0.768,click,38,7,FALSE,1.5136E+12
2ff50f64,6_hard_pruned,6,hard,pruned,wrong,click,1.5112E+12,23004,23.004,1,7.458754252,0,7.458754252,7.208754252,23,2_3,22.926,0,,1,1,TRUE,1.5112E+12
2ff50f64,6_hard_pruned,6,hard,pruned,wrong,click,1.5112E+12,26339,26.339,2,1.582743764,8,10000,12.23947988,22,3_4,3.335,3.335,click,2,2,FALSE,1.5112E+12
2ff50f64,6_hard_pruned,6,hard,pruned,wrong,click,1.5112E+12,29830,29.83,1,10000,0,10000,10000,21,2_2,3.491,3.491,click,3,3,FALSE,1.5112E+12
2ff50f64,6_hard_pruned,6,hard,pruned,wrong,reset,1.5112E+12,40569,40.569,,,,,,,,10.739,10.739,click,,,,1.5112E+12
2ff50f64,6_hard_pruned,6,hard,pruned,wrong,click,1.5112E+12,43345,43.345,1,1.737847222,7,7.458754252,7.208754252,23,0_5,2.776,13.515,reset,4,1,TRUE,1.5112E+12
2ff50f64,6_hard_pruned,6,hard,pruned,wrong,click,1.5112E+12,47940,47.94,2,1.611111111,0,1.611111111,-10000,22,0_2,4.595,4.595,click,5,2,FALSE,1.5112E+12
2ff50f64,6_hard_pruned,6,hard,pruned,wrong,reset,1.5112E+12,51067,51.067,,,,,,,,3.127,3.127,click,,,,1.5112E+12
2ff50f64,6_hard_pruned,6,hard,pruned,wrong,click,1.5112E+12,58260,58.26,1,5.457121599,2,7.458754252,7.208754252,23,2_2,7.193,10.32,reset,6,1,TRUE,1.5112E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,161069,161.069,1,1.488958333,9,7.458754252,7.208754252,23,2_0,161.041,0,,1,1,TRUE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,165549,165.549,2,2.109481293,5,10000,11.90784722,22,4_2,4.48,4.48,click,2,2,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,reset,1.51119E+12,171255,171.255,,,,,,,,5.706,5.706,click,,,,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,173572,173.572,1,1.488958333,9,7.458754252,7.208754252,23,2_0,2.317,8.023,reset,3,1,TRUE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,177660,177.66,2,2.267467404,4,10000,11.90784722,22,2_3,4.088,4.088,click,4,2,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,183860,183.86,1,7.844377834,0,7.844377834,-10000,21,4_3,6.2,6.2,click,5,3,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,185093,185.093,2,4.566010488,3,10000,17.95111111,20,4_2,1.233,1.233,click,6,4,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,187477,187.477,1,-10000,1,6.986217404,-10000,19,3_2,2.384,2.384,click,7,5,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,reset,1.51119E+12,202014,202.014,,,,,,,,14.537,14.537,click,,,,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,208468,208.468,1,5.457121599,2,7.458754252,7.208754252,23,2_2,6.454,20.991,reset,8,1,TRUE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,216869,216.869,2,1.832743764,5,12.23947988,7.141111111,22,2_0,8.401,8.401,click,9,2,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,220132,220.132,1,18.08548753,2,10000,10000,21,2_3,3.263,3.263,click,10,3,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,reset,1.51119E+12,225543,225.543,,,,,,,,5.411,5.411,click,,,,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,228125,228.125,1,0.472222222,14,7.458754252,7.208754252,23,1_0,2.582,7.993,reset,11,1,TRUE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,231932,231.932,2,1.930555556,4,10000,11.90784722,22,2_3,3.807,3.807,click,12,2,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,234492,234.492,1,-10000,1,15.65111253,-10000,21,3_2,2.56,2.56,click,13,3,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,238909,238.909,2,2.267467404,5,10000,10000,20,4_2,4.417,4.417,click,14,4,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,240333,240.333,1,0.583333333,6,10000,10000,19,5_2,1.424,1.424,click,15,5,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,reset,1.51119E+12,241414,241.414,,,,,,,,1.081,1.081,click,,,,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,258516,258.516,1,7.458754252,0,7.458754252,7.208754252,23,2_3,17.102,18.183,reset,16,1,TRUE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,265340,265.34,2,0.364583333,17,10000,12.23947988,22,4_3,6.824,6.824,click,17,2,FALSE,1.51119E+12
30e4feac,6_hard_pruned,6,hard,pruned,wrong,click,1.51119E+12,268581,268.581,1,10000,0,10000,10000,21,3_2,3.241,3.241,click,18,3,FALSE,1.51119E+12
49c72e9b,6_hard_pruned,6,hard,pruned,wrong,click,1.51232E+12,51623,51.623,1,5.457121599,2,7.458754252,7.208754252,23,2_2,51.606,0,,1,1,TRUE,1.51232E+12
49c72e9b,6_hard_pruned,6,hard,pruned,wrong,click,1.51232E+12,55574,55.574,2,2.483998016,3,12.23947988,7.141111111,22,3_2,3.951,3.951,click,2,2,FALSE,1.51232E+12
49c72e9b,6_hard_pruned,6,hard,pruned,wrong,click,1.51232E+12,59139,59.139,1,10000,0,10000,7.376217404,21,2_3,3.565,3.565,click,3,3,FALSE,1.51232E+12
49c72e9b,6_hard_pruned,6,hard,pruned,wrong,click,1.51232E+12,61906,61.906,2,-10000,0,-10000,-10000,20,2_0,2.767,2.767,click,4,4,FALSE,1.51232E+12
49c72e9b,6_hard_pruned,6,hard,pruned,wrong,click,1.51232E+12,63228,63.228,1,10000,0,10000,6.512223639,19,2_4,1.322,1.322,click,5,5,FALSE,1.51232E+12
4bca7fc9,6_hard_pruned,6,hard,pruned,wrong,click,1.51352E+12,70247,70.247,1,5.361111111,3,7.458754252,7.208754252,23,0_2,70.093,0,,1,1,TRUE,1.51352E+12
4bca7fc9,6_hard_pruned,6,hard,pruned,wrong,click,1.51352E+12,74507,74.507,2,0,0,0,-10000,22,0_5,4.26,4.26,click,2,2,FALSE,1.51352E+12
4bca7fc9,6_hard_pruned,6,hard,pruned,wrong,click,1.51352E+12,81155,81.155,1,13.09548895,1,17.79385629,13.09548895,21,2_2,6.648,6.648,click,3,3,FALSE,1.51352E+12
4bca7fc9,6_hard_pruned,6,hard,pruned,wrong,click,1.51352E+12,88733,88.733,2,-10000,1,8.157467404,-10000,20,5_3,7.578,7.578,click,4,4,FALSE,1.51352E+12
4bca7fc9,6_hard_pruned,6,hard,pruned,wrong,click,1.51352E+12,91003,91.003,1,10000,0,10000,10000,19,3_2,2.27,2.27,click,5,5,FALSE,1.51352E+12
4bca7fc9,6_hard_pruned,6,hard,pruned,wrong,click,1.51352E+12,93805,93.805,2,1,8,10000,7.649275794,18,5_5,2.802,2.802,click,6,6,FALSE,1.51352E+12
4bca7fc9,6_hard_pruned,6,hard,pruned,wrong,click,1.51352E+12,94852,94.852,1,10000,0,10000,10000,17,4_2,1.047,1.047,click,7,7,FALSE,1.51352E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,35576,35.576,1,5.361111111,3,7.458754252,7.208754252,23,0_2,35.497,0,,1,1,TRUE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,104460,104.46,2,-10000,1,0,-10000,22,2_0,68.884,68.884,click,2,2,FALSE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,reset,1.51191E+12,109132,109.132,,,,,,,,4.672,4.672,click,,,,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,117504,117.504,1,5.361111111,3,7.458754252,7.208754252,23,0_2,8.372,13.044,reset,3,1,TRUE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,127867,127.867,2,-10000,1,0,-10000,22,2_2,10.363,10.363,click,4,2,FALSE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,reset,1.51191E+12,130873,130.873,,,,,,,,3.006,3.006,click,,,,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,133596,133.596,1,1.541112528,8,7.458754252,7.208754252,23,1_4,2.723,5.729,reset,5,1,TRUE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,reset,1.51191E+12,140400,140.4,,,,,,,,6.804,6.804,click,,,,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,146542,146.542,1,5.457121599,2,7.458754252,7.208754252,23,2_2,6.142,12.946,reset,6,1,TRUE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,170655,170.655,2,3.483998016,2,12.23947988,7.141111111,22,2_3,24.113,24.113,click,7,2,FALSE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,reset,1.51191E+12,174557,174.557,,,,,,,,3.902,3.902,click,,,,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,175739,175.739,1,7.458754252,0,7.458754252,7.208754252,23,2_3,1.182,5.084,reset,8,1,TRUE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,reset,1.51191E+12,184059,184.059,,,,,,,,8.32,8.32,click,,,,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,190950,190.95,1,7.208754252,1,7.458754252,7.208754252,23,3_2,6.891,15.211,reset,9,1,TRUE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,201539,201.539,2,1.39,10,10000,11.90784722,22,5_0,10.589,10.589,click,10,2,FALSE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,203190,203.19,1,18.08548753,2,10000,10000,21,2_3,1.651,1.651,click,11,3,FALSE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,208781,208.781,2,5.692743764,0,5.692743764,-10000,20,1_4,5.591,5.591,click,12,4,FALSE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,reset,1.51191E+12,209947,209.947,,,,,,,,1.166,1.166,click,,,,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,211232,211.232,1,5.457121599,2,7.458754252,7.208754252,23,2_2,1.285,2.451,reset,13,1,TRUE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,reset,1.51191E+12,214713,214.713,,,,,,,,3.481,3.481,click,,,,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,216624,216.624,1,1.488958333,9,7.458754252,7.208754252,23,2_0,1.911,5.392,reset,14,1,TRUE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,219848,219.848,2,10000,0,10000,11.90784722,22,2_2,3.224,3.224,click,15,2,FALSE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,reset,1.51191E+12,227718,227.718,,,,,,,,7.87,7.87,click,,,,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,229810,229.81,1,5.361111111,3,7.458754252,7.208754252,23,0_2,2.092,9.962,reset,16,1,TRUE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,232952,232.952,2,0,0,0,-10000,22,0_5,3.142,3.142,click,17,2,FALSE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,233979,233.979,1,13.09548895,1,17.79385629,13.09548895,21,2_2,1.027,1.027,click,18,3,FALSE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,235834,235.834,2,8.157467404,0,8.157467404,-10000,20,3_2,1.855,1.855,click,19,4,FALSE,1.51191E+12
5adff9a5,6_hard_pruned,6,hard,pruned,wrong,click,1.51191E+12,240286,240.286,1,10000,0,10000,7.152223639,19,2_3,4.452,4.452,click,20,5,FALSE,1.51191E+12
