userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,time_rel_sec,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,304443,304.443,2,1.510963719,7,10000,10000,63,4_8,2.568,2.568,click,35,6,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,305475,305.475,1,10.86934854,0,10.86934854,-10000,62,4_7,1.032,1.032,click,36,7,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,310032,310.032,2,0.111111111,26,10000,10000,61,2_9,4.557,4.557,click,37,8,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,reset,1.51355E+12,313851,313.851,,,,,,,,3.819,3.819,click,,,,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,324017,324.017,1,4.78859548,2,7.43664966,5.74844101,68,5_4,10.166,13.985,reset,38,1,TRUE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,325871,325.871,2,1.082222222,5,10000,10000,67,3_2,1.854,1.854,click,39,2,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,327553,327.553,1,0.669705215,27,7.631794201,7.43664966,66,3_1,1.682,1.682,click,40,3,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,335532,335.532,2,0.111111111,29,10000,10000,65,1_3,7.979,7.979,click,41,4,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,reset,1.51355E+12,340099,340.099,,,,,,,,4.567,4.567,click,,,,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,352033,352.033,1,5.74844101,1,7.43664966,5.74844101,68,6_5,11.934,16.501,reset,42,1,TRUE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,352782,352.782,2,6.500160139,4,10000,10000,67,5_4,0.749,0.749,click,43,2,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,363010,363.01,1,-10000,1,14.58270643,-10000,66,1_8,10.228,10.228,click,44,3,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,363975,363.975,2,0,38,10000,10000,65,1_9,0.965,0.965,click,45,4,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,367209,367.209,1,-10000,1,14.58270643,-10000,64,2_8,3.234,3.234,click,46,5,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,369081,369.081,2,5.881111111,4,10000,10000,63,5_5,1.872,1.872,click,47,6,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,372307,372.307,1,-10000,1,19.32144132,-10000,62,6_4,3.226,3.226,click,48,7,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,reset,1.51355E+12,376844,376.844,,,,,,,,4.537,4.537,click,,,,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,378797,378.797,1,1.982984207,10,7.43664966,5.74844101,68,4_4,1.953,6.49,reset,49,1,TRUE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,381551,381.551,2,0.783429705,13,10000,10000,67,5_4,2.754,2.754,click,50,2,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,388605,388.605,1,2.173611111,5,7.43664966,3.333333333,66,0_5,7.054,7.054,click,51,3,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,390493,390.493,2,0,0,0,-10000,65,4_9,1.888,1.888,click,52,4,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,401168,401.168,1,1.111039293,12,3.222222222,2.476678005,64,6_2,10.675,10.675,click,53,5,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,403422,403.422,2,1.50755149,10,10000,10000,63,6_3,2.254,2.254,click,54,6,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,406376,406.376,1,3.547273712,0,3.547273712,3.222222222,62,7_2,2.954,2.954,click,55,7,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,reset,1.51355E+12,411138,411.138,,,,,,,,4.762,4.762,click,,,,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,438086,438.086,1,1.982984207,10,7.43664966,5.74844101,68,4_4,26.948,31.71,reset,56,1,TRUE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,444785,444.785,2,0.783429705,13,10000,10000,67,5_4,6.699,6.699,click,57,2,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,452165,452.165,1,0.519557823,26,7.43664966,3.333333333,66,8_7,7.38,7.38,click,58,3,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,455151,455.151,2,0.418611111,28,10000,10000,65,6_5,2.986,2.986,click,59,4,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,456315,456.315,1,2.215561224,6,7.43664966,6.248658341,64,9_8,1.164,1.164,click,60,5,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,reset,1.51355E+12,459741,459.741,,,,,,,,3.426,3.426,click,,,,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,463172,463.172,1,2.173611111,9,7.43664966,5.74844101,68,0_5,3.431,6.857,reset,61,1,TRUE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,465942,465.942,2,0,0,0,-10000,67,4_9,2.77,2.77,click,62,2,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,469905,469.905,1,1.111111111,15,5.74844101,4.78859548,66,1_9,3.963,3.963,click,63,3,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,472273,472.273,2,1.347222222,0,1.347222222,-10000,65,1_8,2.368,2.368,click,64,4,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,484270,484.27,1,1.107335601,12,5.74844101,4.78859548,64,4_8,11.997,11.997,click,65,5,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,reset,1.51355E+12,486645,486.645,,,,,,,,2.375,2.375,click,,,,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,492825,492.825,1,0.94744898,21,7.43664966,5.74844101,68,6_6,6.18,8.555,reset,66,1,TRUE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,494942,494.942,2,0.486111111,15,10000,10000,67,5_6,2.117,2.117,click,67,2,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,498460,498.46,1,6.478888889,1,7.43664966,6.478888889,66,6_5,3.518,3.518,click,68,3,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,499303,499.303,2,0,39,10000,10000,65,6_3,0.843,0.843,click,69,4,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,501691,501.691,1,2.142887836,11,10000,7.43664966,64,6_4,2.388,2.388,click,70,5,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,reset,1.51355E+12,508068,508.068,,,,,,,,6.377,6.377,click,,,,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,510403,510.403,1,0,37,7.43664966,5.74844101,68,0_9,2.335,8.712,reset,71,1,TRUE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,515983,515.983,2,0.481508876,16,10000,10000,67,1_8,5.58,5.58,click,72,2,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,reset,1.51355E+12,519920,519.92,,,,,,,,3.937,3.937,click,,,,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,536743,536.743,1,0,37,7.43664966,5.74844101,68,9_8,16.823,20.76,reset,73,1,TRUE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,538448,538.448,2,1.555130385,3,22.890839,10.05195011,67,9_4,1.705,1.705,click,74,2,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,539698,539.698,1,0,0,0,-10000,66,9_3,1.25,1.25,click,75,3,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,552253,552.253,2,0.818888889,10,22.890839,10.05195011,65,8_4,12.555,12.555,click,76,4,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,click,1.51355E+12,554683,554.683,1,2.214540816,6,7.43664966,6.831074213,64,7_5,2.43,2.43,click,77,5,FALSE,1.51355E+12
72caeffe,10_easy_full,10,easy,full,wrong,reset,1.51355E+12,563497,563.497,,,,,,,,8.814,8.814,click,,,,1.51355E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,9361,9.361,1,3.222222222,4,7.43664966,5.74844101,68,1_8,9.293,0,,1,1,TRUE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,9738,9.738,2,0,0,0,-10000,67,1_9,0.377,0.377,click,2,2,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,11995,11.995,,,,,,,1_9,2.257,2.257,click,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,12837,12.837,,,,,,,1_8,0.842,3.099,undo,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,25851,25.851,1,2.173611111,9,7.43664966,5.74844101,68,0_5,13.014,16.113,undo,3,1,TRUE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,27776,27.776,2,0,0,0,-10000,67,4_9,1.925,1.925,click,4,2,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,38854,38.854,,,,,,,4_9,11.078,11.078,click,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,40429,40.429,,,,,,,0_5,1.575,12.653,undo,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,59323,59.323,1,2.173611111,9,7.43664966,5.74844101,68,0_5,18.894,31.547,undo,5,1,TRUE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,62429,62.429,2,0,0,0,-10000,67,4_9,3.106,3.106,click,6,2,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,68388,68.388,,,,,,,4_9,5.959,5.959,click,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,68549,68.549,,,,,,,0_5,0.161,6.12,undo,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,74713,74.713,1,3.333333333,3,7.43664966,5.74844101,68,1_9,6.164,12.284,undo,7,1,TRUE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,75243,75.243,2,1.347222222,0,1.347222222,-10000,67,1_8,0.53,0.53,click,8,2,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,80461,80.461,,,,,,,1_8,5.218,5.218,click,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,80634,80.634,,,,,,,1_9,0.173,5.391,undo,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,95906,95.906,1,2.173611111,9,7.43664966,5.74844101,68,0_5,15.272,20.663,undo,9,1,TRUE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,98172,98.172,2,0,0,0,-10000,67,4_9,2.266,2.266,click,10,2,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,99236,99.236,1,0.361111111,29,5.74844101,4.78859548,66,0_3,1.064,1.064,click,11,3,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,100967,100.967,2,0,35,10000,10000,65,0_2,1.731,1.731,click,12,4,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,102167,102.167,1,0.0625,33,5.74844101,4.78859548,64,1_3,1.2,1.2,click,13,5,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,104988,104.988,,,,,,,1_3,2.821,2.821,click,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,105164,105.164,,,,,,,0_2,0.176,2.997,undo,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,105342,105.342,,,,,,,0_3,0.178,3.175,undo,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,105493,105.493,,,,,,,4_9,0.151,3.326,undo,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,undo,1.51361E+12,105668,105.668,,,,,,,0_5,0.175,3.501,undo,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,118428,118.428,1,3.222222222,4,7.43664966,5.74844101,68,1_8,12.76,16.261,undo,14,1,TRUE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,reset,1.51361E+12,124435,124.435,,,,,,,,6.007,6.007,click,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,reset,1.51361E+12,124644,124.644,,,,,,,,0.209,6.216,reset,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,reset,1.51361E+12,124915,124.915,,,,,,,,0.271,6.487,reset,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,137886,137.886,1,0.628594104,27,7.43664966,5.74844101,68,5_1,12.971,19.458,reset,15,1,TRUE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,reset,1.51361E+12,141383,141.383,,,,,,,,3.497,3.497,click,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,146463,146.463,1,1.982984207,10,7.43664966,5.74844101,68,4_4,5.08,8.577,reset,16,1,TRUE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,149916,149.916,2,0.200833333,33,10000,10000,67,5_3,3.453,3.453,click,17,2,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,153155,153.155,1,0.441944444,27,7.43664966,5.74844101,66,4_2,3.239,3.239,click,18,3,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,reset,1.51361E+12,158190,158.19,,,,,,,,5.035,5.035,click,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,197005,197.005,1,0.0625,35,7.43664966,5.74844101,68,0_7,38.815,43.85,reset,19,1,TRUE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,198432,198.432,2,0.481508876,16,10000,10000,67,1_8,1.427,1.427,click,20,2,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,199593,199.593,1,2.111111111,7,7.43664966,5.74844101,66,0_5,1.161,1.161,click,21,3,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,201894,201.894,2,0,0,0,-10000,65,4_9,2.301,2.301,click,22,4,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,reset,1.51361E+12,205742,205.742,,,,,,,,3.848,3.848,click,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,209116,209.116,1,7.43664966,0,7.43664966,5.74844101,68,4_9,3.374,7.222,reset,23,1,TRUE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,click,1.51361E+12,210070,210.07,2,1.284722222,0,1.284722222,-10000,67,0_5,0.954,0.954,click,24,2,FALSE,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,reset,1.51361E+12,215102,215.102,,,,,,,,5.032,5.032,click,,,,1.51361E+12
75bbec9c,10_easy_full,10,easy,full,wrong,reset,1.51361E+12,215507,215.507,,,,,,,,0.405,5.437,reset,,,,1.51361E+12
76c104da,10_easy_full,10,easy,full,wrong,click,1.51192E+12,120232,120.232,1,3.333333333,3,7.43664966,5.74844101,68,1_9,120.207,0,,1,1,TRUE,1.51192E+12
76c104da,10_easy_full,10,easy,full,wrong,click,1.51192E+12,120865,120.865,2,-10000,1,1.347222222,-10000,67,2_9,0.633,0.633,click,2,2,FALSE,1.51192E+12
76c104da,10_easy_full,10,easy,full,wrong,undo,1.51192E+12,124967,124.967,,,,,,,2_9,4.102,4.102,click,,,,1.51192E+12
76c104da,10_easy_full,10,easy,full,wrong,reset,1.51192E+12,130316,130.316,,,,,,,,5.349,9.451,undo,,,,1.51192E+12
76c104da,10_easy_full,10,easy,full,wrong,click,1.51192E+12,142497,142.497,1,0.777777778,23,7.43664966,5.74844101,68,2_9,12.181,21.632,reset,3,1,TRUE,1.51192E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,47862,47.862,1,0.718021542,25,7.43664966,5.74844101,68,4_7,47.815,0,,1,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,55947,55.947,2,0,34,10000,10000,67,2_9,8.085,8.085,click,2,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,59422,59.422,1,1.363004535,13,9.103492969,4.78859548,66,4_8,3.475,3.475,click,3,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,62327,62.327,2,0.944444444,9,10000,10000,65,2_8,2.905,2.905,click,4,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,62980,62.98,1,1.991718626,12,9.103492969,4.78859548,64,5_8,0.653,0.653,click,5,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,67439,67.439,2,0,35,10000,10000,63,6_8,4.459,4.459,click,6,6,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,68497,68.497,1,2.677239699,8,11.94797666,8.649998088,62,5_7,1.058,1.058,click,7,7,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,69438,69.438,2,1.3125,7,10000,10000,61,6_6,0.941,0.941,click,8,8,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,72181,72.181,,,,,,,,2.743,2.743,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,84592,84.592,1,0,37,7.43664966,5.74844101,68,9_4,12.411,15.154,reset,9,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,92075,92.075,,,,,,,,7.483,7.483,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,92884,92.884,1,2.176173469,8,7.43664966,5.74844101,68,8_5,0.809,8.292,reset,10,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,93610,93.61,2,10000,0,10000,10000,67,9_4,0.726,0.726,click,11,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,98263,98.263,1,-10000,0,-10000,-10000,66,9_3,4.653,4.653,click,12,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,101667,101.667,,,,,,,,3.404,3.404,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,103867,103.867,1,0,37,7.43664966,5.74844101,68,9_8,2.2,5.604,reset,13,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,108094,108.094,2,1.555130385,3,22.890839,10.05195011,67,9_4,4.227,4.227,click,14,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,108986,108.986,1,-10000,1,0,-10000,66,8_7,0.892,0.892,click,15,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,110381,110.381,2,10000,0,10000,22.890839,65,9_3,1.395,1.395,click,16,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,111965,111.965,,,,,,,,1.584,1.584,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,112486,112.486,1,0,37,7.43664966,5.74844101,68,9_8,0.521,2.105,reset,17,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,114223,114.223,2,1.555130385,3,22.890839,10.05195011,67,9_4,1.737,1.737,click,18,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,115413,115.413,1,0,0,0,-10000,66,9_3,1.19,1.19,click,19,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,120589,120.589,2,0.643282313,14,22.890839,10.05195011,65,8_7,5.176,5.176,click,20,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,124377,124.377,1,0.720391156,26,7.43664966,3.532020958,64,8_5,3.788,3.788,click,21,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,128053,128.053,2,1.353055556,7,22.890839,6.780839002,63,7_7,3.676,3.676,click,22,6,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,130935,130.935,,,,,,,,2.882,2.882,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,135033,135.033,1,1.540058568,14,7.43664966,5.74844101,68,7_2,4.098,6.98,reset,23,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,140756,140.756,2,0,34,10000,10000,67,8_3,5.723,5.723,click,24,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,142250,142.25,1,2.568498202,8,7.43664966,5.768684774,66,6_2,1.494,1.494,click,25,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,145186,145.186,2,0.89755149,14,10000,10000,65,6_3,2.936,2.936,click,26,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,145868,145.868,1,0.913515209,23,7.43664966,5.042900113,64,7_3,0.682,0.682,click,27,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,147394,147.394,2,0.284722222,26,10000,10000,63,8_4,1.526,1.526,click,28,6,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,147962,147.962,,,,,,,,0.568,0.568,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,149602,149.602,1,1.982984207,10,7.43664966,5.74844101,68,4_4,1.64,2.208,reset,29,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,152607,152.607,2,0.200833333,33,10000,10000,67,5_3,3.005,3.005,click,30,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,154361,154.361,1,3.477071979,2,7.43664966,5.74844101,66,5_4,1.754,1.754,click,31,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,158837,158.837,,,,,,,,4.476,4.476,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,165350,165.35,1,2.173611111,9,7.43664966,5.74844101,68,0_5,6.513,10.989,reset,32,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,166487,166.487,2,0,0,0,-10000,67,4_9,1.137,1.137,click,33,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,170919,170.919,1,0.361111111,29,5.74844101,4.78859548,66,0_3,4.432,4.432,click,34,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,172540,172.54,2,0,35,10000,10000,65,0_2,1.621,1.621,click,35,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,173081,173.081,1,0.0625,33,5.74844101,4.78859548,64,1_3,0.541,0.541,click,36,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,179418,179.418,,,,,,,,6.337,6.337,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,184737,184.737,1,1.182428182,17,7.43664966,5.74844101,68,6_2,5.319,11.656,reset,37,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,190407,190.407,2,0,33,10000,10000,67,6_3,5.67,5.67,click,38,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,191291,191.291,1,0.941337868,23,7.43664966,5.11391767,66,7_3,0.884,0.884,click,39,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,192207,192.207,2,0.1875,29,10000,10000,65,8_4,0.916,0.916,click,40,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,193108,193.108,1,0.503594104,32,7.43664966,4.820005669,64,5_1,0.901,0.901,click,41,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,196664,196.664,,,,,,,,3.556,3.556,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,199408,199.408,1,1.982984207,10,7.43664966,5.74844101,68,4_4,2.744,6.3,reset,42,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,202861,202.861,2,0.200833333,33,10000,10000,67,5_3,3.453,3.453,click,43,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,206807,206.807,1,1.111039293,17,7.43664966,5.74844101,66,6_2,3.946,3.946,click,44,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,212086,212.086,2,1.090277778,14,10000,10000,65,6_3,5.279,5.279,click,45,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,213035,213.035,1,2.971371882,5,7.43664966,3.963989018,64,7_2,0.949,0.949,click,46,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,214450,214.45,2,0.731508876,18,10000,10000,63,8_3,1.415,1.415,click,47,6,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,219177,219.177,,,,,,,,4.727,4.727,click,,,,1.5136E+12
